,text,entity_indices,entities,labels,relations,edges
162,Initially the user calibrates the microscope with a fluorescence lifetime standard positioned at the sample plane,"(2, 10)","['user', 'standard']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
163,The province comprises the southeastern part of Panay Island with island-province of Guimaras just across its coast,"(1, 5)","['province', 'part']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
164,The charge is the source of an electric field which carries energy-the electrostatic self-energy,"(1, 8)","['charge', 'field']","Cause-Effect(e1,e2)",['Cause-Effect'],"(e1,e2)"
165,The tardiness however has been caused by the arrival of my old man who in true Bloodworth fashion has had me walking everywhere,"(1, 8)","['tardiness', 'arrival']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
166,The key was in a chest,"(1, 5)","['key', 'chest']","Content-Container(e1,e2)",['Content-Container'],"(e1,e2)"
167,The residue was distilled from an Arbuzov flask,"(1, 7)","['residue', 'flask']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
168,As the Gondorians moved forward the evil force started to withdraw unleashing a rain of deadly arrows into the heavily armoured Gondorians,"(13, 16)","['rain', 'arrows']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
169,It is a medieval Latin manuscript relating the early history of the Isle of Man,"(5, 9)","['manuscript', 'history']","Message-Topic(e1,e2)",['Message-Topic'],"(e1,e2)"
170,The river had now turned into full flood after the deluge of rain a few days ago,"(7, 10)","['flood', 'deluge']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
171,He stopped rowing when the boat was opposite to the paddle wheel of the steamer and the steamer stopped her engine at the same time,"(17, 20)","['steamer', 'engine']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
172,This is the umbrella that peels the potatoes with a pencil and makes a pink ink with the peelings stood up,"(3, 10)","['umbrella', 'pencil']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
173,This American-style wheat ale is a light unfiltered brew with a citrus aroma andflavor imparted by a late addition of lemon grass,"(2, 3)","['wheat', 'ale']","Entity-Origin(e2,e1)",['Entity-Origin'],"(e2,e1)"
174,The car left the plant,"(1, 4)","['car', 'plant']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
175,Our experience extends to 15 years continued promotion of this archipelago of nine islands,"(10, 13)","['archipelago', 'islands']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
176,To separate the solids at the end of the experiment the clay was contained in a semi- permeable membrane tubing,"(11, 19)","['clay', 'membrane tubing']","Content-Container(e1,e2)",['Content-Container'],"(e1,e2)"
177,This machine is blowing sand into molds,"(4, 6)","['sand', 'molds']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
178,The cultivation consisted of plowing the crop with a double-shovel plow,"(1, 10)","['cultivation', 'plow']",Other,['Other'],NA
179,The final chapter offers a theological survey of the use of the formula,"(2, 6)","['chapter', 'theological survey']","Message-Topic(e1,e2)",['Message-Topic'],"(e1,e2)"
180,She mentioned the scandal caused by a BBC documentary on the treatment of children in a special-needs home and asked how the state had responded to these,"(3, 8)","['scandal', 'documentary']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
181,Isolated fractures of the shaft of the ulna without other fractures often result when the forearm is raised to fend off a blow,"(4, 7)","['shaft', 'ulna']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
182,We have placed the candidates into roles,"(4, 6)","['candidates', 'roles']",Other,['Other'],NA
183,Frequent agitations throw academic life into disarray,"(4, 6)","['life', 'disarray']",Other,['Other'],NA
184,Still other examples of the potter ceramics are clad in slinky assortments of tassels and beads,"(5, 6)","['potter', 'ceramics']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
185,The nasal cavity of birds contains turbinates Bang 1971 cartilaginous structures that are thought to have as one of their functions water recovery from air,"(2, 4)","['nasal cavity', 'birds']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
186,Thus in simple words a tendon attaches a muscle to a bone,"(5, 8)","['tendon', 'muscle']",Other,['Other'],NA
187,Positions were denoted by black dots along the tracks the adjacent numbers indicating the day of the month,"(0, 5)","['Positions', 'black dots']",Other,['Other'],NA
188,The World Health OrganizationWHO found that the radiation release from the Chernobyl accident was 200 times that of the Hiroshima and Nagasaki,"(7, 12)","['radiation', 'accident']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
189,My dog ate a cellophane bag full of dog treats on Tuesday,"(5, 9)","['cellophane bag', 'dog treats']","Content-Container(e2,e1)",['Content-Container'],"(e2,e1)"
190,The owl held the mouse in its claw,"(1, 7)","['owl', 'claw']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
191,This is how grain was delivered to the wooden grain bins and hay was put inside the upper part of the rock barn,"(12, 22)","['hay', 'barn']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
192,Police foiled an attempt to kill an artist who drew a cartoon depicting the Prophet Muhammad that sparked outrage in the Muslim world,"(7, 11)","['artist', 'cartoon']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
193,When Woody Harrelson received a copy of the screenplay for Zombieland last year he stuffed the paper into his duffel bag of unread scripts and promptly forgot about it,"(16, 20)","['paper', 'bag']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
194,The city is a treasure trove of terrific libraries interesting museums and wonderful Victorian architecture complemented by the incomparable work of Scotland greatest architect Charles Rennie Mackintosh,"(5, 8)","['treasure trove', 'libraries']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
195,We leave the bail of the reel open and place your the rod in a double mounted set up as shown on the facing page,"(3, 6)","['bail', 'reel']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
196,The Mapungubwe Collection at the University of Pretoria features remarkable works from the largely forgotten kingdom of Mapungubwe that flourished near the confluence of the Limpopo and Shashe Rivers between 1000 and 1300 AD,"(10, 15)","['works', 'kingdom']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
197,Also in the midst of the confusion caused by the coup the issuing of militant posters was a way for artists and organizations to declare their active engagement against the rebellion,"(6, 10)","['confusion', 'coup']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
198,The title is taken from an 1813 book by a Virginia planter and senator named John Taylor,"(7, 11)","['book', 'planter']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
199,In the same way a society is built up of many individuals,"(5, 11)","['society', 'individuals']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
200,The scientist approached the big cat with a notepad and a pencil in her hands,"(1, 8)","['scientist', 'notepad']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
201,The bottom photo is from the New York public library,"(2, 9)","['photo', 'library']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
202,The accident caused a major traffic snarl on the arterial road,"(1, 6)","['accident', 'snarl']","Cause-Effect(e1,e2)",['Cause-Effect'],"(e1,e2)"
203,Two plane crash survivors have paid a special visit to the Hutt Hospital surgeon whose team helped to re-build their shattered faces eight years ago,"(13, 15)","['surgeon', 'team']",Other,['Other'],NA
204,The dress was in a trunk dated summer of 1938 along with several other dresses from this same period,"(1, 5)","['dress', 'trunk']","Content-Container(e1,e2)",['Content-Container'],"(e1,e2)"
205,The various forms of idealistic materialistic and agnostic philosophies are subject to the tension caused by the indicated situation,"(13, 18)","['tension', 'situation']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
206,From him Cain learns that Alexis had survived his suicide and became the leader of that organization renaming it Delilah,"(13, 16)","['leader', 'organization']","Member-Collection(e1,e2)",['Member-Collection'],"(e1,e2)"
207,James Hagler Venice director of historical resources has completed a picture book of the area buildings,"(3, 11)","['director', 'book']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
208,A program has fetched data into host variable arrays,"(4, 8)","['data', 'arrays']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
209,Recently only insignificant things arrive to theatres,"(3, 6)","['things', 'theatres']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
210,Tissue damage and electrode corrosion are both associatcd with high charge density stimulation,"(3, 4)","['electrode', 'corrosion']",Other,['Other'],NA
211,Two of Walters fingers are inside the koala  pouch,"(7, 8)","['koala', 'pouch']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
212,In a former residence your writer had an atrium containing a duel of dovesmoles numbering 22,"(11, 13)","['duel', 'moles']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
213,To stand up to the wind umbrella frames are strong yet flexible,"(6, 7)","['umbrella', 'frames']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
214,Contractions of the diaphragm are caused by stimulation of the vagus nerve either by the brain or by irritation anywhere along the length of the nerve,"(0, 18)","['Contractions', 'irritation']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
215,A 15 minute plane drive from runway to terminal is uncommon,"(3, 6)","['plane', 'runway']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
216,The geometric skeleton is derived from a static object using an implicit irections method,"(2, 8)","['skeleton', 'object']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
217,The filmmakers dug a large hole in the ground for the scene where the Narnians cause the pillars supporting the growth near Aslan How to collapse on the Telmarines,"(1, 5)","['filmmakers', 'hole']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
218,It is a monthly report providing opinion and advice on current United States government contract issues,"(4, 6)","['report', 'opinion']","Message-Topic(e1,e2)",['Message-Topic'],"(e1,e2)"
219,Governments frightened of losing votes resolved the crisis through subsidization,"(0, 9)","['Governments', 'subsidization']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
220,For Christmas Daniel gave Kelly a Tiffany bracelet and for Valentine Day he bought a diamond necklace,"(15, 16)","['diamond', 'necklace']",Other,['Other'],NA
221,We also passed a wake of turkey buzzards and I was again glad to not be driving because my car and I both have shaky nerves still from the Great Turkey Buzzard Incident of 08,"(4, 7)","['wake', 'buzzards']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
222,Plantar warts are caused by a virus that infects the outer layer of skin on the soles of the feet,"(1, 6)","['warts', 'virus']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
223,The sensor was manufactured in a cost effective thin film process,"(1, 10)","['sensor', 'process']",Other,['Other'],NA
224,The putative left we see is just as eager as the nominal right to brand crime and violence with any hint of political motivation as terrorism and therefore to remove it from the ordinary processes of criminal law and sanction which are already quite draconian in these United States and to animate parallel systems of harsher surveillance and punishment for the political compeers of such criminals,"(62, 65)","['compeers', 'criminals']",Other,['Other'],NA
225,The list of the 10 Most Beautiful Women posted on the official Web site of the 2009 Australian Open was filled with sleek thin images,"(1, 24)","['list', 'images']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
226,The rope of the prayer-bell was there in a perfect state and coiled up,"(1, 4)","['rope', 'prayer-bell']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
227,One man pours on a liquid while the other man stirs the mixture with a wooden paddle or spatula,"(9, 16)","['man', 'paddle']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
228,Besides the Chinese case also challenges some ideas of RSS theory including the concept of alliance of different social classes and the role of working class in democratization,"(15, 19)","['alliance', 'classes']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
229,As the US and Colombian military put pressure on drug traffickers operations are migrating into nearby countries,"(11, 16)","['operations', 'nearby countries']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
230,A conical cover preserved in a ewer in Athens accords extremely well with the form of these vessels,"(2, 6)","['cover', 'ewer']","Content-Container(e1,e2)",['Content-Container'],"(e1,e2)"
